Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
calvin,232.1,803.3,669.1,54,48.2,3,12.5,13.3,P
calvin,398.1,775.5,711.7,54.3,49.9,3,8.8,11.5,P
calvin,2755.4,782.6,709.2,55.5,51,3,10.9,11.1,P
calvin,116.3,803.4,711.6,55,50.9,3,2.3,5.3,P
calvin,132.4,793.6,688.9,56,51.6,3.1,3.2,14.5,P
calvin,149.6,761,700,57.4,53.1,3.2,2.8,3,P
calvin,99.6,796,702,56.2,52.7,3.1,2.4,3.3,P
calvin,1659.8,812.1,699.7,54.6,50,3,9.6,18.4,P
calvin,182.6,690,728.7,55,51.4,3,3.1,5.1,P
calvin,647.7,768.9,704.2,54.3,49.7,2.9,24.5,9.5,P
calvin,165.9,473.6,820.8,51.9,50.4,2.8,123.5,31.2,P
calvin,116.4,487.5,813.4,53.3,51.1,2.9,18.2,17.1,P
calvin,99.5,612.3,776.7,52.8,49.4,2.9,5.8,5.4,P
calvin,132.6,640.7,757.3,52.1,47.9,2.8,3.4,2.1,P
calvin,83,548.1,751.2,51.4,47.6,2.8,14.2,2.7,P
calvin,166.3,905.4,701,50.3,45.9,2.9,136,15.3,P
calvin,116.4,840.6,708.2,53.6,48.4,3,34.8,5.3,P
calvin,99.5,777.1,714.5,55.7,50.5,3,11.9,3.7,P
calvin,780,806.3,709.3,54.2,50.3,3,18.6,13.2,P
calvin,281.9,753,729.8,55.6,51,3,5.6,6.8,P
calvin,315.5,760.1,747.8,57.7,53.8,3.2,6.3,6.9,P
calvin,282.3,731,749.7,58.5,55,3.2,8.5,5.6,P
calvin,182.3,782.5,717.4,59.7,55.3,3.3,4.9,4.5,P
calvin,182.7,799.3,708.6,57.6,53.9,3.2,5,4,P
calvin,265.3,729,726.5,58.5,54.7,3.2,5.8,12.3,P
calvin,66.6,752.9,715.3,60,56.8,3.3,2.1,5.5,P
calvin,481.4,795.1,699.6,59.3,55,3.3,6.5,7.6,P
calvin,414.8,810.7,702.2,56,51.5,3.1,4.9,6.1,P
calvin,215.7,813.7,693.1,55.8,51,3.2,3.7,2.4,P
calvin,215.8,715.2,737.8,57.6,52.9,3.2,3.9,5.1,P
calvin,547.4,732.6,759.1,60,56.3,3.3,4,7.2,P
calvin,531,721.2,759.7,59.8,56.3,3.3,4.2,6.4,P
calvin,132.9,761.8,727.5,60.6,56.9,3.4,2.4,3.2,P
calvin,315.3,792.4,715.8,58.4,55.6,3.3,3.1,5.8,P
calvin,249.1,725.8,725,57.3,54.3,3.2,5.8,4.1,P
calvin,182.4,757.9,734.3,58.7,54.6,3.2,6.6,3.6,P
calvin,1875.5,766.1,750.5,58.4,55.3,3.2,25.2,10.1,P
calvin,514.9,783.3,706.4,59.1,54.8,3.3,10.1,16.7,P
calvin,149.7,731.4,722.4,56.6,52.1,3.1,3.4,5,P
calvin,763.1,771.3,751.8,57.9,53.8,3.2,13.3,8.9,P
calvin,149.4,784.7,734.5,57.7,53.9,3.2,2.9,6.6,P
calvin,265.5,764.8,740.6,58.3,54.9,3.2,2.8,2.9,P
calvin,664.1,777.4,733.3,56.5,52.7,3.1,12.2,8.8,P
calvin,282.1,779.1,722,56.8,51.9,3.2,2.7,4.7,P
calvin,215.6,797.3,719,55.8,52.3,3.1,4.8,3.1,P
calvin,315.5,801.3,702.6,56.6,52.4,3.2,4,5,P
calvin,182.2,770.9,739.2,57.1,54,3.2,3.8,4.1,P
calvin,298.5,757.3,760.5,58.1,55.1,3.2,3.4,3.9,P
calvin,199.2,760.8,732.4,58.3,54,3.2,2.2,5.3,P
calvin,348.5,779.1,721,57.2,53,3.1,3.4,4.4,P
calvin,149.6,750.8,730.2,56.7,52,3.1,2.3,3.9,P
calvin,199.4,775.2,720.8,55.5,50.2,3,3.4,3.8,P
calvin,199,794.5,699.9,54.2,49.9,2.9,4.7,17,P
calvin,198.9,431.8,828.4,54.4,53.2,3,165,28.5,P
calvin,248.5,503.1,801.8,53.3,51.2,2.9,87.7,33.2,P
calvin,166.6,549.7,753.9,51.2,47.8,2.8,4.5,8.1,P
calvin,116.3,562.6,746.4,48.9,46,2.7,2.9,2.3,P
calvin,116.6,523.1,748.2,49.6,45.9,2.7,5.7,3.1,P
calvin,531.1,883.7,699.1,51.2,46.7,2.9,214.1,56.5,P
calvin,365.3,717.4,686.5,55.5,50,3.1,14.4,8.9,P
calvin,132.8,755.3,700.8,56,52.1,3.2,3.9,5,P
calvin,315.3,783.9,649.1,55.5,48.9,3.1,13.3,13.3,P
calvin,265.9,734.4,670.9,54.6,49.1,3,6.9,6.3,P
calvin,265.8,776.9,673,54.9,49.6,3,3.6,3.8,P
calvin,132.5,794.4,671.6,55,49.6,3,2,3.8,P
calvin,248.7,733.3,668.6,53.6,48.1,2.9,3.4,6.3,P
calvin,448.3,774.1,666.6,53,47.7,2.9,5.5,4,P
calvin,132.6,746.7,683.4,53.5,48.3,2.9,3.6,3.8,P
calvin,149.1,767.6,675.9,52.7,48,2.8,2.1,2.2,P
calvin,82.9,788.2,659.9,53,47.8,2.9,2.1,2.9,P
calvin,182.6,426.5,741.1,53.3,51.2,2.9,206.2,16.4,P
calvin,132.5,609.3,744.6,55.3,52.1,3,4.3,5.5,P
calvin,99.4,673,746,55,50.8,3,3.2,5.1,P
calvin,183,462.3,792.1,54,51.5,3,23.9,14.6,P
calvin,116.2,558.5,775.9,53.7,50.4,3,2,3.8,P
calvin,82.9,590.5,780.3,53.2,50,2.9,3.6,2.2,P
calvin,182.6,437.1,801.6,52.6,50.6,2.9,3.5,4.7,P
calvin,166.1,373.5,792.8,51.6,50.5,2.8,2.4,8.1,P
calvin,248.6,320.8,791,48.7,48.7,2.8,2.8,7.3,P
calvin,480.8,309.8,760.5,50.1,49,2.8,18,8.8,P
calvin,182.5,358.3,761.1,52.1,50.6,2.9,3.9,4.1,P
calvin,315.1,438.1,768.6,52.9,50.8,2.9,6.9,6.8,P
calvin,199.2,506.6,776.3,53.8,51.2,2.9,2.2,2.3,P
calvin,182.4,562.6,781,53.6,51,2.9,2.8,3.6,P
calvin,182.6,535.7,782.9,53.5,50.6,2.9,4.8,3.2,P
calvin,182.8,566.1,785.7,53,50.3,2.9,8.8,3.2,P
calvin,365.4,889.6,695.8,54.5,49.9,3.1,155.1,29.3,P
calvin,763.8,847.5,680.8,55.2,50.3,3.1,31.2,7.6,P
calvin,166.1,771.6,681,56.8,51.4,3.2,6.3,6.2,P
calvin,265.3,810.1,674.9,58.5,52.6,3.3,6.2,9.3,P
calvin,431.6,793.6,667.5,60,54.5,3.3,12,22.3,P
calvin,581.1,806.2,674.2,59.1,53.4,3.3,5.5,8.5,P
calvin,166.3,765.9,686.2,59.7,54,3.3,2.3,2.9,P
calvin,199.2,802,682.3,60.2,54.6,3.3,2.8,4.8,P
calvin,580.7,811.9,678.8,61.4,55.7,3.4,10.8,7.1,P
calvin,232.3,786.3,683.6,60.2,54.1,3.3,2.6,2.2,P
calvin,281.7,813.4,675.6,60.2,55.9,3.4,7.3,18.7,P
calvin,248.7,759.1,704.2,60.9,56.1,3.4,6.1,4.7,P
calvin,315.2,769.7,723.7,59.1,55,3.3,9.7,7.6,P
calvin,830,788.3,701.2,59.5,54.5,3.3,7.2,7.1,P
calvin,348.2,797.9,696.6,57.7,52.2,3.2,1.9,4.6,P
calvin,149.3,740.6,703,57.9,53.7,3.2,3,6.1,P
calvin,99.7,742.7,686.3,57.2,53.3,3.1,2.8,13,P
calvin,282.3,795.5,690.5,57.7,53,3.2,4.9,5.1,P
calvin,348.3,807.6,688.6,55.5,50.7,3.1,4,4.4,P
calvin,282.3,782.6,687.2,55.7,51.5,3.1,3.4,17.6,P
calvin,232.5,810.9,689.2,56.9,51.9,3.2,5.8,4.8,P
calvin,133,768,713.5,54,51,3,2,3.7,P
calvin,1045.7,771.5,729.1,58.8,54.7,3.3,12.8,25.8,P
calvin,165.7,753.1,685.4,59.5,53.1,3.3,2.3,4.8,P
calvin,530.9,772.4,703.9,58,53,3.2,24.1,20.6,P
calvin,447.9,727.6,733.6,58.2,53.4,3.2,10.1,6.7,P
calvin,1593.1,724.5,744.9,58,53.8,3.2,30.2,16.2,P
calvin,863.1,757.3,746.2,59,54.8,3.2,18.6,20.8,P
calvin,398.3,726.9,751.3,58.1,54,3.2,3.1,7.1,P
calvin,116.3,738.4,689.3,58.3,52.9,3.2,3.7,10.7,P
calvin,248.8,730.5,664,57.8,52.6,3.2,4.2,3.3,P
calvin,298.8,752.7,717.8,56.2,51.8,3.1,4.6,6.3,P
calvin,166.2,729.2,736,56.2,51.9,3.1,4.4,3.3,P
calvin,232.3,750.2,688.7,56.9,51.4,3.2,2.9,5.2,P
calvin,763.4,734.9,745.7,57.6,53.7,3.2,15.7,18.6,P
calvin,215.9,738.4,651.5,58.2,52.2,3.2,3.1,18.3,P
calvin,265.6,789.7,646.6,59.4,52.5,3.3,2.7,4.3,P
calvin,149.3,746.1,674.2,57.6,51.1,3.1,2.9,5.8,P
calvin,216,730,684.3,57.8,52.1,3.2,2.1,2.6,P
calvin,282.1,802.4,650.9,59.4,52,3.3,5.9,4.7,P
calvin,99.5,724.6,669.8,59.6,53.2,3.3,2.1,5.5,P
calvin,348.7,687,665.9,60.1,54.3,3.4,5.9,5,P
calvin,182.3,759.2,663,60.5,53,3.3,2.9,2.8,P
calvin,465,808.9,653.3,58.9,52.3,3.3,5.8,6.6,P
calvin,298.6,738.6,662.9,59.1,52.8,3.2,3.5,5.6,P
calvin,415.4,726.1,661.6,59.3,54.2,3.2,5.8,18.5,P
calvin,315,739.8,693.9,58.3,52.8,3.2,4.3,4,P
calvin,431.8,733.9,670.4,55.4,50.1,3,5.3,5,P
calvin,331.9,746.9,665,53.8,48.9,3,2.6,3,P
calvin,132.8,724.8,745.5,53.4,50.1,3,1.3,3.9,P
calvin,182.6,735.3,766.9,54.8,51.5,3.1,3,3.1,P
calvin,132.7,720.4,772.7,56,52.4,3.1,2.8,2.8,P
calvin,248.7,723.6,717.4,57,52.6,3.2,3.8,3.1,P
calvin,265.7,765.5,713.9,55.4,52.1,3.1,2.8,7.7,P
calvin,83.2,755.6,710.7,54.8,51,3,4.6,9.1,P
calvin,249,711.1,705.3,56.7,52.1,3.1,25.4,34,P
calvin,132.8,725.4,736.3,56.6,52.4,3.1,3.8,2.7,P
calvin,364.9,689.2,720,53.4,48.6,2.9,35.4,22.9,P
calvin,680.7,688.2,718.2,53.7,49.3,3,31.1,99,P
calvin,215.4,658,816.7,56.9,54.7,3.2,8.8,15.6,P
calvin,116,723.5,762.5,57.7,54.3,3.2,4.9,30.2,P
calvin,182.7,758.5,703.6,57.7,53.3,3.2,4,23.7,P
calvin,431.6,727.5,721.6,59.4,55.4,3.3,13.1,17.4,P
calvin,299,696.2,794.4,60.3,57.9,3.4,7.4,12.3,P
calvin,348.6,722.9,766.2,60.5,56.8,3.3,5.8,4.1,P
calvin,564.3,716.2,746.1,59.9,56,3.3,7.7,11.7,P
calvin,249.1,695.5,789,57.9,54.7,3.2,3,5.8,P
calvin,182.4,716.3,736.9,59.5,55.1,3.3,4.3,2.4,P
calvin,365.4,721.8,721.4,58,53.8,3.2,3.2,15.5,P
calvin,232.8,720.1,760.2,57.3,53.7,3.1,2.2,3,P
calvin,198.9,725.4,722.1,57.5,52.8,3.2,3.1,3.9,P
calvin,630.8,765.9,728.1,57.1,51.9,3.1,20.4,6.8,P
calvin,1427.2,787.1,730.5,56.7,51.2,3.1,9.1,6,P
calvin,331.8,747.3,735.3,57.2,52.3,3.1,2.1,5.6,P
calvin,315.4,706.8,748.3,57.9,53.2,3.2,17.2,4.1,P
calvin,199.1,702.7,786.5,58.5,55.3,3.2,9.3,7.3,P
calvin,249.5,683.5,730.1,59.5,55.3,3.2,12.2,7.3,P
calvin,132.8,730,709.2,57.9,53,3.2,3.2,7.6,P
calvin,1095.4,755,697.5,60.4,54.5,3.3,18.4,9.5,P
calvin,248.6,771.6,696.7,61.3,55.4,3.4,11.2,2.9,P
calvin,315.5,788.1,692.5,61.7,56.4,3.4,5.4,5.3,P
calvin,332,807.3,693.4,62.9,57.2,3.6,11.1,4.5,P
calvin,82.9,699.9,704.6,64,57.8,3.5,6.5,5.8,P
calvin,713.5,788.8,701.2,63.3,57.8,3.6,13.9,10.3,P
calvin,3717.5,821.1,703.5,60.8,55.5,3.4,49.3,15.6,P
calvin,215.9,815.3,699.6,58.2,53.8,3.2,4,14.7,P
calvin,99.7,796.9,710.8,60.5,55,3.3,3,2.5,P
calvin,979.1,786.1,714,59.4,54.3,3.2,22.9,13,P
calvin,265.5,775.1,714.8,59,54.3,3.2,4.6,20.5,P
calvin,995.7,788.3,725.7,57.3,52.6,3.1,16.1,10.1,P
calvin,531,803.2,726.5,55,49.9,3,7.5,6.3,P
calvin,531.5,789.7,728.8,54.3,49.2,3,4.9,6,P
calvin,265.4,800,729.5,52.8,49,3,2.5,2.4,P
calvin,663.9,807.7,725.4,53.8,49.3,3,4.8,16.8,P
calvin,663.7,777.3,732.9,55.1,50.6,3,14,7.8,P
calvin,299,758.2,738.9,57.8,53.8,3.2,4.1,4.1,P
calvin,1028.4,774.3,733.7,57.8,53.5,3.2,8.2,8.3,P
calvin,199.1,745.5,741.9,58.8,54.5,3.3,3.6,2.8,P
calvin,132.9,667.7,764.5,58.3,54,3.2,1.9,2.8,P
calvin,149,629,764.8,58.8,54,3.2,1.8,5.4,P
calvin,365.3,757.7,746.8,57.7,53.5,3.2,13.1,6.8,P
calvin,149.4,648.8,769.2,57.8,53.3,3.2,9,2.6,P
calvin,647.3,640.3,764.8,58,54.3,3.2,16.5,19.8,P
calvin,564,655.9,833.1,56.7,54.4,3.1,24.6,17.8,P
calvin,99.7,661.5,775.8,56.7,53.2,3,3.9,5.1,P
calvin,132.8,680.1,754.3,56,52.1,3,3.1,4.2,P
calvin,149.4,779.8,741.2,55.6,51.4,3.1,14.5,12.4,P
calvin,116,694.2,795.7,55.9,53.3,3.1,4.6,8.4,P
calvin,1941.4,698.9,825.8,56.7,54.5,3.1,34.5,17,P
calvin,116.1,714.6,770.6,56.7,53.3,3.1,7.3,5.6,P
calvin,149.1,757,748.6,57.8,52.8,3.2,7.1,4.5,P
calvin,232.6,728.8,800,57.4,53.9,3.2,15.9,15.1,P
calvin,116,749.6,802.2,57.9,54.9,3.2,5.2,1.7,P
calvin,99.3,762.3,736.8,58.6,54.6,3.2,2,3.1,P
calvin,580.9,781.5,723.8,56.2,51.6,3.1,10.3,11.8,P
calvin,149.8,754.4,788,54.4,50.9,3,3,3.7,P
calvin,547.7,764,797.1,55,51.8,3,8.5,10.2,P
calvin,165.7,796.8,729.3,52.5,48.9,3,3.5,1.6,P
calvin,415,774.4,732.3,51.8,47.9,2.8,3.8,4.5,P
calvin,116.2,756.9,761.1,52.4,48.9,2.8,1.6,4.3,P
calvin,165.7,762,790.1,51.4,48,2.8,1.5,3,P
calvin,99.3,699,734.5,52,47.2,2.8,2.2,4.8,P
calvin,99.3,714.2,702.8,51.7,47,2.8,2.3,1.8,P
calvin,132.6,743.5,696.9,50.1,45.1,2.7,2.1,2.8,P
calvin,83,754.4,782.1,49.2,45.2,2.7,2,3.8,P
calvin,829.6,767,807.4,50.8,47.5,2.8,15,9.6,P
calvin,1327.6,759.9,796.7,53.4,50.1,2.9,19.2,12.4,P
calvin,714.1,753.1,800.4,55.3,52.2,3,6.3,7.5,P
calvin,946.2,753.8,803.6,57,54.4,3.1,10.6,26,P
calvin,1460,769.7,801.2,57.3,55.5,3.2,9.8,11.2,P
calvin,863,782.9,802.2,57.2,55.2,3.2,17.4,5.7,P
calvin,448,795.9,793.1,56.1,53.7,3.1,6.1,10,P
calvin,83,648.3,776.3,57.2,53.8,3.1,4.6,6.6,P
calvin,663.9,799.8,791.4,56.8,53.5,3.1,18.4,10,P
calvin,116.2,811.7,797.1,57.3,54.6,3.2,4.6,2.8,P
calvin,132.7,691.8,823.6,57.3,55.6,3.2,2.6,5.3,P
calvin,198.9,689.5,837.2,60.9,59.7,3.4,7.5,24.2,P
calvin,232.3,719.7,848.1,58.8,57.6,3.3,25.6,24.9,P
calvin,199.1,734,780.6,56.3,53.5,3.1,12.3,34.5,P
calvin,630.9,739.9,756.3,57.2,54.2,3.2,26.5,12.4,P
calvin,249.4,752.6,785.3,60.5,58.1,3.4,9,38.8,P
calvin,199.3,730.5,824.9,61.9,60.1,3.4,8.5,7.7,P
calvin,464.7,765.2,820.3,60.4,58.2,3.4,16.7,15.1,P
calvin,165.8,723.5,821.4,59.8,58,3.3,6.8,5.4,P
calvin,199.2,757,839.1,59.6,56.8,3.2,11,9.5,P
calvin,99.6,694.8,838.5,59.8,57.8,3.2,6.3,6.9,P
calvin,298.8,927.2,202.3,57.5,36.7,3.2,82.6,108.5,P
calvin,199.3,642,960,63.3,63.7,3.5,29.9,99.7,P
calvin,248.7,660.9,906.4,66.6,65.7,3.6,31.7,100.4,P
calvin,231.9,650.7,844.2,66.5,64.5,3.6,10.4,61.3,P
calvin,116.5,679.7,802.1,63.9,61.3,3.4,11.7,22,P
calvin,199.2,480.7,760.5,62,59.3,3.4,130.7,37,P
calvin,132.5,461.8,745.6,64,61.3,3.5,47.7,10.1,P
calvin,182.7,458.6,737.9,63.3,60.2,3.5,17.4,9,P
calvin,315.4,943.1,784.6,59.3,57.6,3.4,210.7,17.4,P
calvin,182.5,848.1,775.1,61.3,59.2,3.5,49.3,9,P
calvin,298.5,811.5,730.1,61.2,57.7,3.4,43.7,8,P
calvin,165.9,791.6,717.1,59.8,55.8,3.4,17,2.3,P
calvin,315.2,796.2,768.9,59.6,56.3,3.3,25,13.3,P
calvin,165.6,798.6,770.6,60.7,57.4,3.4,6.6,6.8,P
calvin,281.8,709.6,751.9,60,56.6,3.3,9.6,15.2,P
calvin,282.3,694.3,751,59,55.8,3.2,5.1,4.7,P
calvin,166.2,721.5,742.7,58.2,54.8,3.2,4.9,3.3,P
calvin,282.2,711.2,819.3,59,56.1,3.2,18.2,18.3,P
calvin,166.4,781.1,831.9,60.7,58.2,3.3,8.8,25.7,P
calvin,298.8,778.8,849,59.6,58.1,3.3,30.2,10.3,P
calvin,365,725,810.4,58.9,56.2,3.2,38.7,16,P
calvin,182.7,731.8,779.7,59.2,55.7,3.2,8.8,9.3,P
calvin,381.7,719.2,764.6,59.3,55.4,3.2,16.5,11.9,P
calvin,249,694.5,767.4,58.1,54.1,3.2,8.5,4.6,P
calvin,115.7,728.4,790.5,56.1,52.3,3,6.5,5.7,P
calvin,199.3,772.8,765.1,54.9,51.2,3,5.6,8.7,P
calvin,149.3,809.5,779.8,56.3,53.8,3.1,8.6,6.5,P
calvin,199.3,751.2,748.8,57.6,53.9,3.1,6.6,7.4,P
calvin,265.3,681.4,761.4,55.8,52.5,3,32.7,10.3,P
calvin,149.4,690.4,749.5,54.3,50.6,3,5.8,5.1,P
calvin,249,659.9,748.8,52.6,49,2.9,9.6,12.4,P
calvin,414.9,681.5,765.5,54,50.2,2.9,6,8.7,P
calvin,166.1,694.4,733.3,53.8,49.9,2.9,3.1,3.8,P
calvin,165.6,745.6,732.1,53.8,49.6,2.9,3.2,4.9,P
calvin,298.5,737.4,699.1,53.4,48.1,2.9,2.6,5.2,P
calvin,215.8,758.6,769.4,52.8,49.3,2.9,2.8,5.2,P
calvin,314.8,771.4,778.9,52.1,49.1,2.9,4.3,4.1,P
calvin,182.3,707,791.7,50.5,48,2.8,4,4.7,P
calvin,166,733.4,782.8,50.6,46.9,2.8,21.3,22.8,P
calvin,99.6,678.4,797.4,49,46.2,2.7,6.8,5.7,P
calvin,481.2,702,816.6,50.4,47.8,2.7,14,16.3,P
calvin,282.1,675.1,806.9,51,48,2.8,43.7,20.7,P
calvin,182.3,689.4,811.5,52.5,49.8,2.9,3.4,3.6,P
calvin,132.7,723.1,804.9,52.1,49.5,2.8,5.5,8.7,P
calvin,365.5,720.9,808.3,52.1,49.4,2.8,46.4,28.3,P
calvin,82.8,1441.2,500.3,45.6,45.4,3.2,72.7,3.3,P
calvin,664.1,1392,455.7,49,46.4,3.3,291.7,119.7,P
calvin,132.9,1139.3,365.4,53.9,43.1,3.4,66.6,16.1,P
calvin,530.9,699,862.5,63.2,62.4,3.5,214,71.3,P
calvin,1277.8,743.8,806.1,53.3,51.2,3,18.4,31,P
calvin,182.5,658.4,797.7,49.4,46.5,2.7,2.7,9.7,P
calvin,215.5,656.6,772.8,50.1,46.5,2.7,3.3,3.8,P
calvin,199.4,692.4,758.6,50.4,46.6,2.7,3,6.9,P
calvin,299,675.5,790.8,51.4,48.9,2.8,6.6,8.5,P
calvin,82.5,697.1,796,54.6,50.8,2.9,2.1,3.1,P
calvin,266,677.9,798.2,52.9,50.3,2.9,4,5.2,P
calvin,149.3,416.2,762.4,53,50.8,3,154.7,55.1,P
calvin,232.5,630.9,725.3,54.4,50.4,3,21.9,7.2,P
calvin,99.3,680.6,718.3,53,48.2,2.9,2.5,2.4,P
calvin,215.7,706.1,720.9,52.9,47.4,2.9,6.8,4.5,P
calvin,116.2,726.9,724.1,54.7,49.7,3,4.3,2.6,P
calvin,165.6,755.9,729.4,55.6,50.4,3,3.6,2.8,P
calvin,149.4,794.8,735,56.4,51.6,3.2,3.6,2.8,P
calvin,133.2,615.7,725.4,55.4,51,3.1,2.5,5.5,P
calvin,149.4,601.5,721.8,56.6,52.3,3.1,11.5,2.6,P
calvin,414.9,450.1,726.6,58.6,55.2,3.3,5.5,10.4,P
calvin,99.6,781.5,705.9,58.3,54.7,3.3,5.4,5.8,P
calvin,116.2,634.3,717.6,59.4,55.1,3.3,1.5,3.6,P
calvin,248.7,603.1,714.8,61.3,57.3,3.4,3.4,4.2,P
calvin,149.1,541.9,701.8,60,56.7,3.3,2.1,4.7,P
calvin,199.1,510.2,702.2,59.9,56.1,3.3,3.1,3.1,P
calvin,481.2,474.2,708.3,62,58.4,3.4,3.9,5.3,P
calvin,132.7,495.7,697,61,58.6,3.4,3.2,12.5,P
calvin,282.6,606.9,707.9,61.5,57.2,3.4,3.5,4.1,P
calvin,481,801.1,715.8,60,55.6,3.4,3.2,8,P
calvin,83.3,718.6,719.9,60.2,55.4,3.4,2.9,2.3,P
calvin,266,701,701.9,61.9,57.4,3.4,4.1,12.4,P
calvin,763.3,656.1,718.4,62.8,58.6,3.5,9.4,10.5,P
calvin,265.7,756.5,731.6,61.6,57.1,3.4,3.7,3.9,P
calvin,265.7,803.3,737.7,60.6,56.9,3.4,3,4.7,P
calvin,315.4,693.8,713.7,62.6,57.9,3.4,4.5,12.4,P
calvin,232.5,668.2,722.1,63,58,3.4,3.9,3.5,P
calvin,166.1,638.4,725.6,60.4,56.3,3.3,3.9,4.5,P
calvin,166.4,614.2,719.3,61.7,56.7,3.4,2,3.2,P
calvin,249.2,628.9,712.8,61.9,56.2,3.4,3,3.4,P
calvin,248.5,558.2,703.3,61.3,55.8,3.4,2.9,5,P
calvin,282,533.2,698,60.8,55.8,3.4,4.4,5.7,P
calvin,282.1,493.8,700.8,60,55.1,3.3,3.8,5.9,P
calvin,730.2,611.9,713.2,58.8,53.9,3.3,4.7,5.8,P
calvin,182.6,642.2,714.9,57.9,53.2,3.2,2.3,4.5,P
calvin,132.8,615.9,714.4,57.4,53.4,3.2,3.5,4.7,P
calvin,149.4,486.9,711.5,58.8,54.9,3.3,3.5,5.6,P
calvin,531.3,473.8,702.3,57.6,53.2,3.2,8.3,6,P
calvin,813.4,479.4,687.6,57.1,51.9,3.1,11.7,21.2,P
calvin,166.3,566.3,697.7,56.3,51.3,3.1,3.2,5,P
calvin,182.4,604.2,699.8,56.5,51.2,3.1,3.9,2.1,P
calvin,215.8,1026.2,729.4,54.6,51.6,3.3,291.7,53.5,P
calvin,199,875.8,737.4,57.1,53,3.2,70.4,15,P
calvin,83,853.5,737.1,56.4,53.4,3.2,5.1,8.7,P
calvin,215.9,507.6,730.4,55.7,52.5,3.1,102.6,12.4,P
calvin,165.7,502,755.3,58,54.6,3.2,28.3,6.6,P
calvin,348.9,514,762.2,57.1,54.8,3.2,39.6,8.4,P
calvin,199.3,937.1,719.5,55.1,51.8,3.3,156.8,43.3,P
calvin,165.9,882.1,688.1,56.8,53,3.3,25,6,P
calvin,348.8,517.7,763.3,57.4,55.1,3.2,137.4,26.7,P
calvin,182.6,644,752.8,57.3,54,3.2,12.6,27.5,P
calvin,348.5,675.8,718.8,56.2,51.8,3.1,15.8,32.7,P
calvin,199.1,736.3,721.3,56.2,51.5,3.1,2.7,6.6,P
calvin,166,770,721.4,55.8,51.1,3.1,8.9,2.5,P
calvin,547.6,730.2,704.1,54.8,50.1,3,19.5,15.8,P
calvin,99.9,772.3,703.4,53,48.5,3,2.2,3.2,P
calvin,465.1,404.7,683,52.7,49.6,3,24.2,13.4,P
calvin,149.6,495.7,672.2,53.6,48.9,3,4.1,2.6,P
calvin,348.7,461.4,670.9,53.1,48.4,3,4.5,5.6,P
calvin,198.9,1035.9,700.7,51.3,47.4,3.1,213,46.3,P
calvin,99.7,968.3,690.5,52.3,47.5,3.1,21.9,3.6,P
calvin,132.2,883.6,705.1,52.9,48.6,3,16.5,7,P
calvin,149.7,919.3,711,52.7,47.7,3,6.2,3.1,P
calvin,332,954.8,715,52.5,48.4,3.1,35.3,4.1,P
calvin,100,588.2,702.5,53.5,50,2.9,41,3.2,P
calvin,198.9,492.6,710.5,55.1,50.3,3,15.7,7.4,P
calvin,414.4,1078.5,687,52.6,49.8,3.2,120.5,34.6,P
calvin,99.4,441.8,717.1,53.3,50.7,2.9,23.6,3.1,P
calvin,149.2,410.7,727.1,54.3,52,3,27.2,4.5,P
calvin,613.8,534.7,694.9,53.4,49,3,10.1,6.5,P
calvin,132.4,587.8,694.5,54,50.1,3.1,2.7,1.5,P
calvin,132.5,545.5,701.2,54.1,50.9,3.1,1.5,3.2,P
calvin,563.9,529.9,696.6,56.6,52.6,3.2,5.3,4.6,P
calvin,182.2,494.8,692.5,56.3,52.5,3.2,2.9,2.3,P
calvin,182.6,543.6,696.5,57.7,53.1,3.2,3.8,4,P
calvin,132.5,414.6,682.4,56.5,53.3,3.2,2.2,5.8,P
calvin,1078.7,379.3,686.7,56.8,54.4,3.2,8.8,8,P
calvin,896.4,913.2,710.1,60,56.6,3.5,231.4,30.9,P
calvin,364.9,896.4,701.5,59,53.4,3.4,6.4,3.6,P
calvin,298.7,904.3,697.7,58.4,54.6,3.4,3.4,3.5,P
calvin,215.8,843.4,691.7,58,53.2,3.3,4.5,6.4,P
calvin,498.1,820.8,655.9,59,53.4,3.3,5.7,23.5,P
calvin,182.4,804.7,661.2,56.3,51.1,3.2,3.7,3.2,P
calvin,199.5,823.1,687.1,57,52.8,3.2,2.1,3.6,P
calvin,216.1,869.7,697.1,57,52.3,3.3,3.7,4.8,P
calvin,249.2,889.8,698.1,56.6,52.1,3.3,3,3.5,P
calvin,431.4,867.1,693.9,56.8,51.1,3.2,4.2,4.7,P
calvin,199.7,816.8,729.2,56.8,51.7,3.2,4.6,5.2,P
calvin,299,495,720,57.2,54,3.2,101,14.3,P
calvin,132.5,448.3,705,55.8,52.4,3.1,10.9,4.9,P
calvin,364.8,441.1,693.6,52.9,49.8,2.9,16.3,12.3,P
calvin,149.4,635.5,694.1,53.1,49,2.9,10.5,5.1,P
calvin,149.3,722.1,701,52.8,48.2,2.9,4.8,3.2,P
calvin,248.8,769.8,709.7,53.5,48.4,3,5.4,4.2,P
calvin,82.8,449,717.9,54.2,51.4,3,1.3,5,P
calvin,348.3,368.1,709.5,53.2,51.1,3,10.1,8,P
