Participant,Event Duration [ms],Visual Intake Position X [px],Visual Intake Position Y [px],Visual Intake Average Pupil Size X [px],Visual Intake Average Pupil Size Y [px],Visual Intake Average Pupil Diameter [mm],Visual Intake Dispersion X [px],Visual Intake Dispersion Y [px],Label
Hallie board,232.9,477.1,401.8,115.4,93.6,5.5,226.8,112.5,Y
Hallie board,216.4,564.8,724.1,110.5,107.2,5.1,82.9,153.8,Y
Hallie board,416.3,537.8,633,102,95.4,4.8,17.4,7.4,Y
Hallie board,183.1,957.8,393.8,98.9,78,4.9,197.4,56.2,Y
Hallie board,149.7,623.3,267.3,98.8,68.8,4.6,68.4,41.7,Y
Hallie board,199.7,346.9,149.9,97.1,64.1,4.6,100.3,34,Y
Hallie board,133.1,198.4,216.5,95.8,74.3,4.8,87.5,32.1,Y
Hallie board,99.8,373.9,35.8,104,62,5.1,57.2,47.5,Y
Hallie board,116.5,432.4,76.5,106.7,65.7,5.1,18.3,9.7,Y
Hallie board,282.9,977.4,488.7,107,94.4,5.4,164,65.5,Y
Hallie board,599.1,616.5,422.7,110.3,90.4,5.3,172.8,41,Y
Hallie board,249.6,461.5,152.8,112.4,74.1,5.4,139.6,75.5,Y
Hallie board,366.1,630.1,165.4,106.2,69.1,5.1,25.4,33.7,Y
Hallie board,632.4,568.2,96.1,109.4,66.4,5.3,10.3,41.6,Y
Hallie board,149.7,921.9,488.4,111.9,100.8,5.6,172.2,73.9,Y
Hallie board,183,892.6,353.4,111.2,88,5.5,146.7,9.7,Y
Hallie board,199.9,537.6,494,112.6,98.4,5.4,153.1,23.2,Y
Hallie board,316.1,604,466.9,113.4,97.2,5.4,98.2,16,Y
Hallie board,349.5,907.4,392.4,112.1,91.4,5.6,178.8,29.2,Y
Hallie board,414.2,511,408.8,111.7,91.5,5.3,187,17.8,Y
Hallie board,332.7,961,373.4,110.9,90.5,5.6,72.5,8.5,Y
Hallie board,465.9,501.8,379.5,111.5,89.4,5.3,73.6,16.2,Y
Hallie board,216.3,590.8,510.2,114.2,100.5,5.4,65.8,12.7,Y
Hallie board,216.4,568.2,452,115.2,96.9,5.5,44.3,6.2,Y
Hallie board,449.3,642.1,528.2,116.3,103.4,5.5,19.8,17,Y
Hallie board,166.4,680.6,511.4,117.7,103.6,5.5,11.4,3.4,Y
Hallie board,299.9,708.6,504.7,117.6,102.3,5.5,13.5,12.3,Y
Hallie board,282.6,744,497.9,115.9,101.2,5.6,8.2,5.3,Y
Hallie board,1347.9,754.6,485.6,117.1,101.5,5.6,28.7,16,Y
Hallie board,299.6,701.1,479.9,118.9,102,5.6,4.7,7.9,Y
Hallie board,532.5,760.2,475.9,117.5,101.1,5.6,9.6,8.8,Y
Hallie board,366.2,815,472,116.3,99.9,5.5,8.2,8.8,Y
Hallie board,449.3,729.7,468.8,115.5,99.1,5.5,26.1,6.4,Y
Hallie board,1713.9,717.2,504.9,114.8,100.1,5.4,130,100.5,Y
Hallie board,219,729.1,534.6,115.8,103.9,5.4,36.6,20.3,Y
Hallie board,233.3,729.2,526.4,115.7,102.9,5.4,34.3,5.6,Y
Hallie board,282.6,776.3,501.5,114.6,100.7,5.4,18.5,8.7,Y
Hallie board,432.3,801.1,505.2,114.1,99.4,5.4,32.3,11.3,Y
Hallie board,249.2,473,432.4,113,93.1,5.2,200.1,6.1,Y
Hallie board,132.9,520,177.5,106.6,69.4,5,57.2,89.5,Y
Hallie board,216.4,348.6,243,100.3,72.3,4.8,74.9,7.5,Y
Hallie board,449.5,701,250.2,104.7,73.8,5,38.7,29.9,Y
Hallie board,216.3,1074.2,412.7,106.9,86.9,5.5,156.9,101.4,Y
Hallie board,166.4,598.6,549.4,107.9,96.7,5,54.8,49.6,Y
Hallie board,133.1,430,542.2,105.4,96.9,5,172.1,47.1,Y
Hallie board,183,375.7,567.4,107,101.5,5.1,187.6,22.6,Y
Hallie board,365.8,492.8,227.4,112.5,78.1,5.3,187.8,102.8,Y
Hallie board,149.8,579.8,653.4,114.8,107.8,5.2,20.2,73.4,Y
Hallie board,232.9,613.5,536.8,115.4,102.9,5.4,40.5,106.3,Y
Hallie board,133.1,692.4,542.1,117.4,104.6,5.5,12.3,46.5,Y
Hallie board,299.5,590.9,693.2,117.9,111.7,5.4,77.1,169.6,Y
Hallie board,282.9,568.5,594.9,112.1,103,5.2,45.3,28.1,Y
Hallie board,216.3,696.8,574.3,108,98,5,21.6,63,Y
Hallie board,133.2,828.9,568.9,106.1,97.6,5,10.1,17.9,Y
Hallie board,133.1,769.8,583.2,106.4,97.5,5,19.1,11.6,Y
Hallie board,116.5,879.9,618.9,104.3,100.7,5,26.5,14.7,Y
Hallie board,133.2,473.1,613.7,102,96.3,4.8,83.8,6.7,Y
Hallie board,366.1,462.7,610,102.6,97.3,4.8,36.1,48.8,Y
Hallie board,166.4,534.2,628.6,106.1,99.7,5,37.5,8.9,Y
Hallie board,199.7,629.1,637.7,107.4,100.9,4.9,24.4,5.4,Y
Hallie board,366,474.8,633.7,102.7,99.3,4.8,31.4,19.4,Y
Hallie board,166.5,426.8,637.9,103.8,99.9,4.8,40.6,11.4,Y
Hallie board,149.8,571.9,642.1,105.6,100.1,4.9,15.9,3.1,Y
Hallie board,83.1,649.7,660.4,104.6,99.6,4.8,17.3,8.2,Y
Hallie board,166.4,676.6,654.8,105,99.3,4.8,16.9,7.4,Y
Hallie board,116.6,732,663.9,101.3,97,4.7,6.7,7.5,Y
Hallie board,249.6,465.2,585.5,94.5,86.9,4.4,8.3,4.2,Y
Hallie board,364.4,379.3,622.8,95.6,90.7,4.4,34.9,32.2,Y
Hallie board,798.9,330.8,639.5,97.9,95.5,4.6,18.5,11.9,Y
Hallie board,149.7,318.1,641,99.9,97.9,4.7,6.6,7.9,Y
Hallie board,83.5,799.1,357.2,105.6,80.4,5,76.6,47.8,Y
Hallie board,66.5,907.1,421.4,99,80.5,4.8,4,4.5,Y
Hallie board,365.7,1018.1,439.1,97.2,82,4.9,45,33.3,Y
Hallie board,249.7,1134.5,529.4,95.6,88.9,5,15.6,23.4,Y
Hallie board,183.1,585.9,89.3,106.2,60.5,4.8,58.8,97.2,Y
Hallie board,582.5,771,194,107.9,66.9,5.1,35.1,13.3,Y
Hallie board,183,1122.1,259.9,107.6,76.5,5.8,72.1,24.7,Y
Hallie board,183.1,711.1,361.9,114.5,84.2,5.4,4.9,9.5,Y
Hallie board,266.2,966.7,408.6,111.1,89.1,5.4,20.7,16.8,Y
Hallie board,149.8,1002.1,532.1,109.2,99.6,5.4,11.4,11.8,Y
Hallie board,249.6,1179.3,582.5,107.3,101,5.6,34.1,32.9,Y
Hallie board,199.6,785,471.1,112.8,95.3,5.4,16.5,14.9,Y
Hallie board,249.4,565.6,24.3,111.1,62,5.1,57.3,54.6,Y
Hallie board,648.9,656.2,-37.5,109.8,55.6,5.3,9.7,27.2,Y
Hallie board,83.2,571.4,-30.6,94.2,51.4,5.2,12.2,9.8,Y
Hallie board,499.2,581.7,-29.5,106.9,55.7,5.3,17.1,12.9,Y
Hallie board,282.8,702.1,119.3,116.8,70.4,5.5,9.7,5.1,Y
Hallie board,416,717.9,152,116.3,75,5.6,22.5,14.5,Y
Hallie board,282.7,752.1,246.2,115.7,82.6,5.6,77.5,54.6,Y
Hallie board,149.7,951.5,237.7,111.7,75.2,5.5,86.2,33.1,Y
Hallie board,83.1,830.8,227.9,112.4,77.6,5.4,16.3,27.8,Y
Hallie board,116.5,786.7,259.1,115.9,81.1,5.6,47.3,52.1,Y
Hallie board,166.3,732.6,152,116.2,72,5.5,28.3,64.6,Y
Hallie board,99.8,1019,278.1,113,85.3,6.1,29,18.7,Y
Hallie board,216.3,993.9,251.7,112,82.8,5.8,15.9,31.4,Y
Hallie board,216.1,587,306.9,114.7,83.8,5.4,23.5,20,Y
Hallie board,349.4,448.1,283,113.7,84,5.4,68.6,28.6,Y
Hallie board,282.9,674.9,299.6,117.8,85.2,5.6,17.7,24,Y
Hallie board,299.6,842.3,446.1,118,95.4,5.6,35.2,97.2,Y
Hallie board,166.7,958.9,177.7,113.4,80.3,5.8,6.7,7.2,Y
Hallie board,432.6,837.1,157,113.2,72.7,5.6,68.2,54.7,Y
Hallie board,499,621.1,87.2,114.8,67.1,5.5,11.8,24.2,Y
Hallie board,166.4,792.3,240.8,116.8,81,5.7,24.7,41.6,Y
Hallie board,83.3,818.2,272.2,117.8,81.2,5.8,71.1,97.2,Y
Hallie board,149.8,936.3,473.5,118.2,97,5.8,65,91.9,Y
Hallie board,798.7,625.2,403.2,115.7,92.9,5.5,12,28.6,Y
Hallie board,249.6,813.7,515.5,116.2,103.3,5.6,6.7,7.3,Y
Hallie board,266.2,499.9,216.5,111.8,75.7,5.2,6.5,14.8,Y
Hallie board,316.2,673.6,343.7,113.4,85.4,5.3,7.9,10.3,Y
Hallie board,83.3,941,480.4,113.6,92,5.5,69.8,91.6,Y
Hallie board,133.2,886.2,399.4,114.4,92.4,5.5,6.2,7.8,Y
Hallie board,382.7,780.9,382.6,115.2,90.8,5.4,7,10.8,Y
Hallie board,199.7,802.9,377.2,110.5,87.4,5.2,3.7,9.2,Y
Hallie board,465.9,691.1,375.3,111.3,86.5,5.2,5,29,Y
Hallie board,199.7,601.4,377.1,115.3,90.5,5.4,7.3,12.5,Y
Hallie board,266.2,565.5,763.5,117,114.4,5.2,29.7,11.7,Y
Hallie board,1131.5,603,727.3,115.2,111.8,5.2,20.2,65.7,Y
Hallie board,449.3,620.7,709.6,117.6,113.3,5.4,21.5,83.7,Y
Hallie board,183.1,626.8,693.5,117.4,112.8,5.3,3.9,49.1,Y
Hallie board,316.1,629.2,706.3,116.6,111.9,5.3,9,65.7,Y
Hallie board,1580.5,619.2,697.5,115.3,110.5,5.2,22,16.3,Y
Hallie board,183,442.6,700.1,111.7,110.8,5.2,3.4,4.3,Y
Hallie board,1897,338,687.7,110,111.4,5.2,23.3,20.9,Y
Hallie board,432.6,685.3,710.6,116.9,112.3,5.3,8.1,28.4,Y
Hallie board,1497.6,660.1,676.4,110.2,104.8,5,18.1,16.5,Y
Hallie board,99.8,656.9,573.5,114.2,103.7,5.3,1.6,4.3,Y
Hallie board,299.5,758.6,273.6,110.1,78.8,5.3,4.6,2.6,Y
Hallie board,366.3,940.9,275.8,100,73.9,5,6,5.2,Y
Hallie board,566,733.4,241.4,104.9,72.4,5,13.4,9,Y
Hallie board,282.7,660.7,274.1,108.9,76.4,5.2,3.1,5.1,Y
Hallie board,749,943.7,282.4,107.4,80.9,5.4,15.8,5.5,Y
Hallie board,149.7,654.3,119.7,111,66.3,5.3,2,4.7,Y
Hallie board,299.9,464.7,-21.9,106.4,56.4,4.8,10.5,9.3,Y
Hallie board,748.9,924.9,-34.5,103.8,58,5.5,25.8,19.9,Y
Hallie board,416.2,800.9,96.6,110.5,67.4,5.5,14.8,8.3,Y
Hallie board,549,1057.1,281.2,107.7,83.2,5.6,15.8,9.4,Y
Hallie board,682.3,724.6,93.5,109.6,64.2,5.2,22.2,10.6,Y
Hallie board,698.9,870.6,200.1,111.5,74.9,5.5,24.9,22,Y
Hallie board,665.6,770.9,197,111.8,74.7,5.4,3.6,11.5,Y
Hallie board,266.3,965,353.6,109.5,88.6,5.5,10.5,11.1,Y
Hallie board,416,1055.3,366.4,98.6,81.8,5.1,37.4,36.9,Y
Hallie board,948.5,746.1,267.5,103.5,74.2,5,15.9,13.3,Y
Hallie board,316.2,1023.1,258.3,106.8,80.6,5.5,51,19.3,Y
Hallie board,183,983.5,303.5,107,85,5.5,5.5,6.3,Y
Hallie board,83.2,1036,354,106.4,83.8,5.4,6.7,5.8,Y
Hallie board,100,1113.2,500.4,103.5,93.7,5.4,13.2,23.3,Y
Hallie board,83.2,1082.9,482.3,103.2,94,5.4,4.8,8.6,Y
Hallie board,599.3,1043.5,246.7,101.8,74.4,5.3,51.9,47,Y
Hallie board,815.1,866.3,295.7,106.8,78.6,5.2,61.6,68.2,Y
Hallie board,216.1,784.1,246.4,107.1,75.2,5.1,8.9,45.6,Y
Hallie board,532.5,705.8,190.9,100.9,65.3,4.7,20.3,72.1,Y
Hallie board,466.1,820.1,165.7,102.9,66.6,5,11.3,9.9,Y
Hallie board,133.4,1007.4,260.4,104.1,79.6,5.5,6.4,4.6,Y
Hallie board,366.1,976.6,163,104.7,71.6,5.5,21.3,10.9,Y
Hallie board,316.1,859,197.8,105.2,69.2,5.2,6.6,7.8,Y
Hallie board,432.7,1005.3,193.8,103.5,73.5,5.5,11.5,7,Y
Hallie board,615.6,880.2,197.5,105.6,71.2,5.3,9.8,12.1,Y
Hallie board,748.8,853.7,180.1,107.7,70.5,5.2,28,15.8,Y
Hallie board,299.5,765,393.2,105.9,78,5,18.7,49.4,Y
Hallie board,266.3,869.5,389.5,103,74.9,5,26.9,36,Y
Hallie board,399.4,725.7,333.3,99.8,70.8,4.7,22.5,48.4,Y
Hallie board,465.9,1008,252.2,99.6,74.7,5.1,27.4,9.9,Y
Hallie board,416,776.7,323.8,102.5,68.7,4.9,32.7,37.4,Y
Hallie board,349.5,685.9,352.7,105.1,72.9,5,11,16,Y
Hallie board,532.5,742.5,378,107.2,74.5,5,27.3,67.1,Y
Hallie board,316.2,645.7,803.5,112.3,105.1,5,5.4,71.9,Y
Hallie board,765.2,667.2,818.7,109.7,101,4.9,28,69.4,Y
Hallie board,200,701.7,356.6,99.3,71.3,4.5,64.1,15.4,Y
Hallie board,266.1,386.2,254.8,87.8,59.9,4,184.2,49.5,Y
Hallie board,83.2,634.1,307.3,89.6,60.2,4.2,3.6,2.9,Y
Hallie board,149.8,565.7,8.3,90.6,48.6,4.2,10.4,36.7,Y
Hallie board,83.3,605.4,218,95,61.6,4.4,39.8,14.9,Y
Hallie board,299.6,491.8,241.9,96.4,62.7,4.5,29.5,29.7,Y
Hallie board,116.5,603.6,271.4,101.9,70.1,4.8,25.7,6.4,Y
Hallie board,116.5,877.6,292.6,100.6,72.4,4.9,70.9,23.2,Y
Hallie board,249.6,899.9,352.6,100.9,78.4,5,188.9,22.7,Y
Hallie board,233,960.4,386.7,102.1,83.9,5.1,4.1,11.4,Y
Hallie board,299.5,442.9,458.2,102.4,84.4,4.8,30.3,57.4,Y
Hallie board,233,747.9,475.9,100.3,86.6,4.8,4.7,4.7,Y
Hallie board,282.9,509.7,588.1,101.8,93,4.8,9.8,13.8,Y
Hallie board,832,703.3,563.6,106.5,95.7,5,8.8,23.4,Y
Hallie board,532.5,447,81.2,98.4,58.3,4.5,206,21.7,Y
Hallie board,299.6,455.9,282.7,99.5,71.6,4.6,5.1,5.8,Y
Hallie board,116.4,700.4,336,103.6,77,4.8,2.4,5.5,Y
Hallie board,133.1,695.2,469.9,104.6,78.3,4.8,22.2,42.6,Y
Hallie board,249.6,966,358,96.6,76.3,4.7,35.5,7.8,Y
Hallie board,366.1,1137.5,417.7,93.7,80.2,5.2,11.7,8.4,Y
Hallie board,366.1,892.9,352.8,101.8,79.7,5,24.8,13.4,Y
Hallie board,882.1,473,357.1,105.1,81.7,5,26.5,9,Y
Hallie board,482.1,647,661.9,111.4,103.5,5.1,7.8,23.1,Y
Hallie board,266.2,751,701.3,111.6,105.6,5.2,12.2,34.2,Y
Hallie board,1314.8,681.6,673.8,113.1,106.7,5.2,23.2,34.4,Y
Hallie board,515.8,910.6,654.3,110.7,105.1,5.3,37.4,112.8,Y
Hallie board,249.6,837.5,542.2,110.3,97.4,5.2,13.6,31.1,Y
Hallie board,482.5,680.8,450.1,108.4,90.4,5.2,7.7,11.2,Y
Hallie board,615.7,954,304.7,108.3,78.2,5.4,30.8,48.2,Y
Hallie board,133.1,1312.7,441.7,104.9,88.9,5.8,54.5,28,Y
Hallie board,366.1,634,245.9,110,74.9,5.2,8.7,8.9,Y
Hallie board,382.7,765.5,594.6,112.9,102.5,5.3,5.5,12,Y
Hallie board,549.1,929.7,628,110.6,103,5.4,56.3,130.7,Y
Hallie board,432.7,594.9,115.6,110.1,66,5.1,9.4,7.4,Y
Hallie board,432.6,781.8,177,109.4,70.8,5.3,22.9,28.5,Y
Hallie board,265.9,544.1,613.8,114.7,105.6,5.3,148.5,160.1,Y
Hallie board,432.5,540.8,453.3,114.3,92.7,5.3,77.6,153.2,Y
Hallie board,216.3,605.5,455.4,114.7,93.8,5.4,20.4,39.1,Y
Hallie board,466,544.8,556.7,116.5,103.1,5.4,24.4,60.5,Y
Hallie board,1081.7,610.2,539.6,119,103.4,5.6,49.7,39.6,Y
Hallie board,449.4,565.7,588.5,120.1,109,5.6,37.9,49.9,Y
Hallie board,249.6,587.7,592.8,121.6,110.3,5.6,15.1,16.9,Y
Hallie board,482.3,585.6,620.6,120.2,111.8,5.6,46.4,50,Y
Hallie board,216.3,589.2,676.2,120.5,113.8,5.6,30.2,18.9,Y
Hallie board,399.3,599,691.6,119.7,114.2,5.5,31.4,47.8,Y
Hallie board,382.8,611.5,633.5,118,109.5,5.4,15.9,40.1,Y
Hallie board,582.4,641.6,625.1,119.4,109.6,5.5,40.4,37.3,Y
Hallie board,282.9,662.1,681.8,118.7,112.1,5.4,44.1,21.4,Y
Hallie board,183,654.9,688.1,118,112.1,5.4,19.1,12.3,Y
Hallie board,399.4,679.7,680.9,117.9,111.4,5.4,36,22.6,Y
Hallie board,266.2,700.1,681.7,118.9,112.7,5.5,12.1,17.2,Y
Hallie board,349.5,649.3,656.5,119,109.8,5.4,11.8,44.6,Y
Hallie board,99.8,609.1,652.7,114.8,105,5.2,32,45.4,Y
Hallie board,632.3,561.3,564.3,111.4,98.8,5.2,26.2,85.8,Y
Hallie board,83.2,552.8,492.9,111.4,93.4,5.2,2.4,4.3,Y
Hallie board,432.8,509.3,405.6,112.9,88.5,5.3,45.5,126.1,Y
Hallie board,449.3,501.5,320,112.6,81.3,5.2,13.9,31.8,Y
Hallie board,648.7,573,300.1,113,80.3,5.2,36.6,24.3,Y
Hallie board,466,532.8,326,114.6,83,5.3,11.8,21.9,Y
Hallie board,832,564.3,328.5,116.1,83.8,5.4,8.1,18.5,Y
Hallie board,133.1,804,611.3,119.3,109.4,5.6,8.8,9.8,Y
Hallie board,116.5,679.6,771.2,120,117,5.5,1.4,10.3,Y
Hallie board,665.4,626.6,752.3,120.8,118,5.5,11.8,52.2,Y
Hallie board,1098.3,623.4,749.2,121.8,119,5.6,9,45.6,Y
Hallie board,366,625.1,739.6,122.8,119,5.6,5,3.2,Y
Hallie board,4975.7,646.4,707.7,122.6,116.9,5.6,19,27.6,Y
Hallie board,615.7,559.8,168.6,114.6,66.3,5,97.8,147,Y
Hallie board,832.2,1147.1,325,104.6,89,5.7,19.6,11.1,Y
Hallie board,316.2,1147.9,324,106.8,90.9,5.8,5.8,11.7,Y
Hallie board,1896.7,922.1,224.6,115.6,77.5,5.6,22.2,12.4,Y
Hallie board,83.2,366.9,321.3,117,82.2,5.4,20,16,Y
Hallie board,416,525.7,286.6,114.7,77.6,5.3,10.9,8.4,Y
Hallie board,83.2,814.4,690.7,114,109.4,5.4,1.1,1.8,Y
Hallie board,715.5,671.3,735.9,114.5,110.5,5.2,19.2,7,Y
Hallie board,282.9,740.6,727.4,115.4,111.2,5.3,3.6,6,Y
Hallie board,532.4,675.7,696.6,116.8,111.4,5.4,6.4,5.2,Y
Hallie board,299.5,478.5,282.1,111.4,75.3,5,5.7,10.6,Y
Hallie board,565.8,533,263.1,107,70.4,4.9,8.2,6.7,Y
Hallie board,283,687.3,181.1,109.8,65.8,5.1,6.7,6.9,Y
Hallie board,749.2,732,168.7,106.9,63.3,5,9,8,Y
Hallie board,565.4,994.1,476.1,106.4,95.8,5.4,9.5,8.2,Y
Hallie board,249.6,439,272,108.6,72.7,5,7.5,12.6,Y
Hallie board,565.3,534.8,262.9,108.7,71.8,5,13,23,Y
Hallie board,598.8,838.3,527.2,112.9,98.1,5.4,12.7,16.5,Y
Hallie board,549,466.6,284.5,109.5,74.3,5,91.6,48.3,Y
Hallie board,83.3,585.9,689,111.8,106,5.2,2.2,2,Y
Hallie board,66.6,680.5,936.5,113.8,102.8,5.2,4.1,8.3,Y
Hallie board,83.2,650.2,793.8,115.2,102.8,5.2,10.4,10.3,Y
Hallie board,965.1,621.6,866.8,115.6,110.1,5.1,12.6,9.8,Y
Hallie board,299.5,652.3,826.2,116.8,114.5,5.2,4.6,6.1,Y
Hallie board,233,651,827,119,116.3,5.3,11.1,51.8,Y
Hallie board,133.1,584.5,328.1,114.8,82.1,5.4,25.7,54.1,Y
Hallie board,266.3,626.2,489.6,112.5,89,5.2,49.3,63,Y
Hallie board,2762.4,677.6,575.2,116,102.5,5.5,109.9,144.5,Y
Hallie board,698.8,685.9,593.6,119.2,106.7,5.6,16.4,18.9,Y
Hallie board,332.5,709.7,589.1,119,106.9,5.6,9.2,10.1,Y
Hallie board,217.1,735.8,585.6,118.7,106.5,5.6,26.2,7.7,Y
Hallie board,299.5,710.6,616.2,116.5,106.1,5.5,56.6,42.8,Y
Hallie board,432.7,678.4,649,115.7,107,5.4,58.5,39.8,Y
Hallie board,232.9,696.6,669.4,117.4,109.9,5.5,14.5,14.8,Y
Hallie board,432.7,714.7,650.2,117.5,109.1,5.5,26.7,17,Y
Hallie board,366.1,725.3,649,117.3,108.7,5.5,25.6,32.9,Y
Hallie board,99.8,709,622.7,117.7,106.7,5.4,13.6,2.1,Y
Hallie board,465.9,651.7,662.3,112.8,104.2,5.3,51.5,57.9,Y
Hallie board,1447.7,710.2,659.1,115.2,107,5.4,99.9,70.9,Y
Hallie board,382.7,684.9,620.1,120,108.8,5.6,21.6,22,Y
Hallie board,416.1,723.7,614,120.1,109.1,5.6,18.5,10,Y
Hallie board,283,736.8,617.9,120.1,109.9,5.7,21.1,26.9,Y
Hallie board,216.2,734.7,627.4,119,109.5,5.6,15.7,20.3,Y
Hallie board,249.6,728.6,676.7,118.1,111.9,5.6,55.7,60.4,Y
Hallie board,682.2,723.2,665.2,117.8,111.4,5.5,23,61.3,Y
Hallie board,299.6,753.6,635,117.3,109.2,5.5,8.8,10.6,Y
Hallie board,282.9,789.7,646.6,116.8,109.8,5.5,11.3,15.4,Y
Hallie board,183,508.6,407.5,114.4,89.2,5.3,87.1,76.4,Y
Hallie board,133.1,672.1,397.6,105.8,82.4,4.9,54.7,62.3,Y
Hallie board,449.5,740.9,674.9,103.8,98.4,4.9,114.6,104.6,Y
Hallie board,316.3,750.7,611,109.5,101.1,5.2,15.3,27,Y
Hallie board,249.7,756.8,585.4,111.7,101.4,5.3,27.3,7.8,Y
Hallie board,382.8,762.5,581.4,113.7,103.2,5.4,42,13.4,Y
Hallie board,399.3,767.2,570.9,115.3,103.9,5.5,13.8,15.1,Y
Hallie board,416.1,771.9,570.5,116.2,104.8,5.6,50.3,16.5,Y
Hallie board,299.5,772.9,569,115.9,104.6,5.6,17.6,30.3,Y
Hallie board,432.7,799.6,565.5,114.4,102.8,5.5,8.8,10.1,Y
Hallie board,399.3,817.9,566.9,114.3,103.3,5.5,40,24.4,Y
Hallie board,316.1,787,593.6,114.2,103.8,5.4,31.7,14.7,Y
Hallie board,865.3,815.7,572.5,113.5,102.4,5.4,24.6,36,Y
Hallie board,2013.4,842.4,516.5,115.1,99.8,5.5,79.9,36.4,Y
Hallie board,99.9,395.2,313.7,112.7,79,5.1,91.3,19,Y
Hallie board,400.8,778.8,250.6,101.8,69.2,4.9,19.8,24.6,Y
Hallie board,233,355.5,250.6,102.3,69.5,4.8,20.3,15.5,Y
Hallie board,449.4,650.5,172.9,108.8,67.6,5.1,23.9,40.2,Y
Hallie board,515.9,515.2,137.6,110.4,67.4,5.2,11.1,19.4,Y
Hallie board,249.6,834.5,637.1,114.5,108.1,5.5,183.8,96.6,Y
Hallie board,798.9,743.9,559.7,114.3,102,5.5,54.8,34.9,Y
Hallie board,315.7,730.5,563.6,116.5,104.5,5.6,26.5,10.6,Y
Hallie board,499.2,728.5,556.2,117.8,104.6,5.6,27.4,15.6,Y
Hallie board,449.2,730.1,557.2,116.6,102.9,5.5,13.4,15,Y
Hallie board,282.9,738.8,585.3,115.5,103.2,5.4,16.6,29.5,Y
Hallie board,266.1,756.3,589.5,115,103.6,5.4,6.6,7.1,Y
Hallie board,549.1,782.5,602.7,113.1,102.9,5.4,7.6,27.5,Y
Hallie board,599.1,840.6,614.2,113.6,104.8,5.4,79.4,12.1,Y
Hallie board,116.4,492.5,702.2,111,106.1,5.3,149.6,33.1,Y
Hallie board,199.7,369.8,700.7,108.8,105.3,5.2,194.3,116.3,Y
Hallie board,183,506.1,650.1,112.5,100.5,5.3,42.2,92.8,Y
Hallie board,199.7,779.6,623.8,108.2,99.7,5.1,150.5,38.5,Y
Hallie board,199.7,703.7,588.7,111,99.1,5.2,63.6,31,Y
Hallie board,233,752.1,605.4,105.5,96.9,5,166.7,17.1,Y
Hallie board,233,912.6,602.5,98.1,91.7,4.8,66.6,10.2,Y
Hallie board,366.1,819.8,580.2,98.1,87.3,4.6,57.1,30.7,Y
Hallie board,599,866.7,566.3,102.1,90.4,4.9,245.5,222.8,Y
Hallie board,233,628.1,552.2,103.9,91.6,4.9,44.6,10.1,Y
Hallie board,515.8,651.1,522.5,106,92.3,5,62.5,12.7,Y
Hallie board,299.3,895.1,553.7,105.3,95.8,5.1,18.1,6.8,Y
Hallie board,415.7,809.7,516.2,109.6,94.5,5.2,8.6,9.8,Y
Hallie board,2030.1,556.4,349.8,107.1,80.1,5,238.8,31.7,Y
Hallie board,382.7,648.6,349.7,114.7,84.9,5.4,34.8,8.1,Y
Hallie board,449.3,707.9,363.4,116.5,88.3,5.5,48.3,19.4,Y
Hallie board,166.5,729.3,477.6,117.3,98.8,5.6,9.4,7.6,Y
Hallie board,199.7,807.6,567.2,117.3,106.3,5.6,20.8,8.2,Y
Hallie board,931.9,821.5,779.9,116.8,114.8,5.5,16.6,22.4,Y
Hallie board,765.4,1053.4,512.8,104.1,98.5,5.4,34.9,13.7,Y
Hallie board,149.8,875.6,506.4,107,92.9,5.2,4,5,Y
Hallie board,116.5,969.1,564.2,106.6,101,5.3,0.8,5.9,Y
Hallie board,233,1027.3,628.6,105.9,104.9,5.3,18.4,6.3,Y
Hallie board,166.4,974.1,598.7,99.8,95.6,4.9,10.6,8.9,Y
Hallie board,399.3,944.1,477.5,97.4,84.9,4.7,10.3,5.9,Y
Hallie board,732.2,844.6,449,102.4,83.9,4.9,10.2,13.4,Y
Hallie board,482.9,875.9,444,103.1,85.1,5,6.6,12.1,Y
Hallie board,83.2,347.1,477.8,99,77,4.6,125.8,65.9,Y
Hallie board,183.1,356.9,256.7,93,63.5,4.3,256.1,87.1,Y
Hallie board,183,744.1,371.4,96.5,72.1,4.6,47.2,59,Y
Hallie board,133.1,986.5,523,93.8,78.8,4.6,61.7,117.9,Y
Hallie board,232.9,967,477.1,97.9,85.4,4.9,41.2,23.6,Y
Hallie board,416.1,568.3,556.8,105.6,93.4,4.9,59.6,77.3,Y
Hallie board,282.9,661.2,515.3,107.4,94,5.1,10.1,9.1,Y
